customerid,Recency,Frequency,Monetary,Cluster
15937.0,64,1,145.35,2
15938.0,112,5,404.58,2
15939.0,90,15,6115.01,1
15940.0,311,1,35.8,2
15942.0,134,1,337.44,2
15944.0,277,1,325.1,2
15945.0,365,1,181.0,2
15947.0,83,1,1708.24,1
15948.0,8,2,955.24,0
15949.0,17,2,364.72,0
15950.0,32,4,1744.71,1
15951.0,9,2,708.22,0
15952.0,34,4,781.91,1
15953.0,15,8,1657.28,3
15955.0,24,14,4416.26,3
15957.0,32,1,428.89,0
15958.0,74,1,104.35,2
15963.0,20,2,470.76,0
15965.0,17,4,808.87,0
15967.0,23,2,397.68,0
15969.0,3,3,666.1,0
15970.0,304,1,314.1,2
15971.0,18,12,4199.85,3
15973.0,367,1,307.82000000000005,2
15974.0,39,7,3442.15,1
15975.0,84,1,371.01,2
15976.0,165,2,427.64,2
15977.0,17,2,1054.73,0
15978.0,77,1,1098.78,1
15980.0,89,3,2398.86,1
15981.0,25,8,3408.48,3
15983.0,22,4,1465.12,1
15984.0,3,10,2780.63,3
15985.0,123,2,1142.42,1
15986.0,30,1,168.12,0
15987.0,12,7,1432.77,3
15988.0,19,1,156.78,0
15990.0,44,2,792.11,1
15992.0,4,1,41.989999999999995,0
15993.0,9,7,2777.67,3
15994.0,55,1,414.27,0
15996.0,88,6,1032.58,1
15998.0,37,5,3080.22,1
16000.0,3,3,12393.7,3
16003.0,30,5,2735.37,1
16005.0,12,4,578.71,0
16006.0,211,1,101.4,2
16007.0,48,4,1693.81,1
16008.0,24,3,478.78,0
16009.0,22,4,972.11,1
16010.0,246,3,392.4,2
16011.0,8,16,3352.96,3
16012.0,35,3,1415.29,1
16013.0,4,47,37130.6,3
16014.0,38,3,646.83,1
16015.0,4,3,704.55,0
16016.0,3,8,1465.51,3
16017.0,47,1,211.88,0
16018.0,39,2,408.90000000000003,0
16019.0,47,9,3786.2400000000002,1
16020.0,17,3,851.01,0
16022.0,260,1,602.63,2
16023.0,46,3,719.81,1
16024.0,12,1,251.03,0
16025.0,30,1,439.65999999999997,0
16026.0,43,1,236.09,0
16027.0,92,6,934.62,1
16029.0,39,63,72915.99880000003,3
16030.0,310,1,331.24,2
16031.0,92,2,547.9,2
16033.0,6,20,8778.82,3
16034.0,196,3,437.7,2
16036.0,87,2,758.92,1
16037.0,270,3,855.02,2
16038.0,8,3,471.78000000000003,0
16040.0,65,3,1313.55,1
16041.0,31,3,3166.4,1
16042.0,22,5,1177.47,1
16043.0,38,4,773.99,1
16045.0,120,4,1340.7,1
16048.0,373,2,256.44,2
16049.0,40,3,1074.81,1
16050.0,174,1,137.9,2
16052.0,54,1,362.06,0
16053.0,33,2,1511.95,1
16054.0,145,1,783.9,2
16055.0,221,1,134.8,2
16056.0,45,1,650.75,0
16057.0,16,7,2263.12,3
16059.0,66,6,1453.16,1
16062.0,10,4,1153.62,0
16063.0,260,1,335.32,2
16065.0,365,1,367.14,2
16066.0,17,5,1521.04,1
16070.0,22,2,852.15,0
16071.0,45,1,326.24,0
16072.0,288,1,584.3199999999999,2
16073.0,297,1,122.39999999999999,2
16076.0,3,10,2234.73,3
16078.0,284,1,79.2,2
16079.0,17,3,1352.0,1
16080.0,82,2,217.16,2
16081.0,56,5,2799.42,1
16083.0,101,2,1317.62,1
16084.0,299,1,436.18,2
16085.0,23,5,981.51,1
16086.0,59,5,1121.39,1
16091.0,155,2,315.06,2
16092.0,115,3,817.86,1
16093.0,107,1,17.0,2
16094.0,12,4,1078.23,0
16096.0,264,1,320.62,2
16097.0,240,1,185.04999999999998,2
16098.0,88,7,2005.63,1
16099.0,50,3,731.9,1
16101.0,71,1,1290.7,1
16102.0,42,3,1842.14,1
16103.0,7,6,1429.64,3
16104.0,62,1,298.21,2
16105.0,249,1,336.96,2
16106.0,66,1,108.38,2
16107.0,18,7,3204.1600000000003,3
16108.0,85,1,842.5,1
16109.0,219,2,611.88,2
16110.0,45,3,1320.95,1
16112.0,143,4,195.73999999999998,2
16113.0,183,1,161.38,2
16114.0,171,1,135.75000000000003,2
16115.0,10,8,1660.8799999999999,3
16116.0,212,1,612.78,2
16117.0,190,1,232.21,2
16119.0,8,2,423.36,0
16120.0,59,4,1309.14,1
16121.0,57,2,854.66,1
16122.0,73,4,684.4200000000001,1
16123.0,52,1,307.78,0
16124.0,317,1,249.0,2
16125.0,367,1,289.35,2
16126.0,29,4,6287.77,3
16127.0,39,1,656.25,0
16128.0,18,5,1880.22,1
16131.0,52,6,3506.54,1
16133.0,4,33,14589.04,3
16134.0,22,2,618.09,0
16135.0,263,1,517.55,2
16136.0,60,3,709.38,1
16139.0,19,3,635.41,0
16140.0,66,2,725.18,1
16141.0,88,1,620.4,2
16142.0,250,1,535.34,2
16143.0,3,6,2424.94,3
16144.0,247,1,175.2,2
16145.0,9,11,3799.4900000000002,3
16146.0,157,3,734.13,1
16147.0,134,1,375.0,2
16148.0,296,1,76.32000000000001,2
16149.0,5,2,280.52,0
16150.0,43,5,2053.02,1
16152.0,269,1,1829.04,1
16153.0,50,5,1824.23,1
16156.0,9,9,3092.04,3
16157.0,16,3,656.69,0
16159.0,282,1,348.2,2
16160.0,65,2,1025.44,1
16161.0,2,19,5533.67,3
16162.0,252,1,37.4,2
16163.0,232,2,856.6,2
16164.0,17,3,822.48,0
16168.0,11,27,3787.6,3
16169.0,8,4,1822.97,3
16170.0,51,6,1885.05,1
16171.0,59,1,73.2,2
16172.0,95,5,1140.21,1
16173.0,16,6,1418.32,3
16174.0,126,3,1009.5500000000001,1
16175.0,94,4,1037.59,1
16177.0,50,1,331.95,0
16178.0,138,1,197.9,2
16179.0,61,1,215.83,2
16180.0,100,8,10254.18,1
16181.0,73,1,305.54,2
16182.0,72,4,6617.65,1
16183.0,67,1,338.71000000000004,2
16184.0,64,6,1158.79,1
16185.0,17,2,529.41,0
16186.0,23,12,4006.94,3
16187.0,32,15,6911.4400000000005,3
16188.0,45,4,981.86,1
16189.0,16,2,215.48,0
16190.0,40,1,215.08,0
16191.0,3,13,5180.52,3
16193.0,237,1,314.45,2
16198.0,75,1,400.68100000000004,2
16200.0,4,2,1068.8700000000001,0
16201.0,3,4,1863.47,3
16202.0,361,1,365.27,2
16203.0,59,4,592.9,1
16204.0,23,1,384.18,0
16205.0,31,4,757.63,1
16206.0,55,4,537.0600000000001,1
16207.0,25,1,394.38,0
16208.0,45,2,664.26,1
16209.0,89,5,2262.62,1
16210.0,2,18,21086.3,3
16211.0,89,1,547.02,2
16212.0,19,2,690.34,0
16213.0,79,1,159.0,2
16214.0,171,3,1062.75,1
16215.0,81,1,242.35,2
16216.0,267,1,914.9300000000001,2
16217.0,235,2,304.25,2
16218.0,30,7,3084.68,1
16221.0,37,3,860.86,1
16222.0,318,1,773.5500000000001,2
16224.0,57,4,1295.3,1
16225.0,45,5,1096.32,1
16226.0,203,3,255.12,2
16227.0,225,1,314.22,2
16229.0,87,2,1010.6,1
16230.0,190,2,542.03,2
16232.0,44,4,990.88,1
16233.0,71,3,536.6800000000001,1
16235.0,41,5,867.31,1
16236.0,78,1,432.2,2
16239.0,57,2,414.2,0
16240.0,24,2,3718.8,1
16241.0,10,13,2590.31,3
16242.0,8,7,3579.86,3
16243.0,34,2,409.1,0
16244.0,212,2,1522.75,1
16245.0,24,3,1413.66,1
16247.0,170,1,114.56,2
16248.0,62,1,152.94,2
16249.0,53,5,1800.07,1
16250.0,261,2,389.44,2
16253.0,67,2,3683.86,1
16255.0,17,8,2619.91,3
16256.0,267,1,752.4300000000001,2
16257.0,177,1,46.95,2
16258.0,45,5,5203.51,1
16260.0,51,1,1035.45,1
16261.0,17,4,728.54,0
16265.0,9,9,5447.0,3
16266.0,74,7,861.89,1
16268.0,71,2,667.65,1
16270.0,353,1,1141.24,2
16271.0,3,5,1404.64,3
16272.0,117,1,411.7,2
16274.0,373,1,351.75,2
16275.0,197,1,559.87,2
16276.0,177,1,810.6000000000001,2
16278.0,100,1,566.38,2
16279.0,21,3,1502.78,1
16281.0,72,1,2062.06,1
16282.0,340,1,168.3,2
16283.0,6,5,1570.81,3
16284.0,31,2,812.68,0
16287.0,170,1,142.5,2
16292.0,122,1,302.25,2
16293.0,22,10,2248.9900000000002,3
16295.0,10,4,1328.55,3
16297.0,269,1,301.9,2
16298.0,23,3,598.2,0
16302.0,127,1,233.22,2
16303.0,26,3,5360.63,1
16305.0,139,1,361.21999999999997,2
16306.0,214,6,632.27,2
16308.0,38,4,2560.0,1
16309.0,106,2,706.57,1
16311.0,18,2,616.26,0
16313.0,3,2,274.15000000000003,0
16315.0,331,1,226.37,2
16316.0,64,8,2938.91,1
16317.0,120,3,1341.65,1
16318.0,35,1,328.15,0
16319.0,218,1,404.40000000000003,2
16320.0,172,2,1038.46,1
16321.0,72,5,373.65000000000003,2
16322.0,1,2,326.75,0
16323.0,196,1,207.50000000000003,2
16324.0,128,3,408.59000000000003,2
16325.0,47,3,594.24,1
16326.0,6,14,3039.2200000000003,3
16327.0,14,6,3820.27,3
16330.0,18,3,251.91,0
16332.0,28,7,1582.8,1
16333.0,8,22,26626.8,3
16337.0,37,1,151.05,0
16338.0,157,1,214.79999999999998,2
16339.0,284,1,94.05,2
16340.0,107,1,534.31,2
16341.0,25,4,1971.87,1
16342.0,75,4,322.41,2
16343.0,16,2,328.58,0
16344.0,158,1,101.10000000000001,2
16345.0,44,1,565.46,0
16347.0,11,2,847.45,0
16348.0,32,7,1415.65,1
16349.0,291,1,53.5,2
16350.0,21,4,1116.47,1
16351.0,333,1,153.9,2
16352.0,18,2,494.44,0
16353.0,4,23,6675.71,3
16354.0,63,2,395.8,2
16356.0,198,3,211.77,2
16357.0,33,3,658.88,0
16358.0,1,4,2027.5,3
16359.0,7,9,1750.92,3
16360.0,5,6,3450.41,3
16361.0,10,4,891.21,0
16362.0,32,5,709.99,1
16363.0,53,1,109.36000000000001,2
16364.0,12,2,705.79,0
16365.0,18,9,1540.42,3
16366.0,19,1,327.3,0
16367.0,37,2,800.67,1
16368.0,2,2,479.91,0
16369.0,18,3,1545.41,1
16370.0,82,4,1301.91,1
16372.0,33,2,355.73,0
16374.0,66,2,466.73,2
16376.0,9,2,974.96,0
16377.0,267,1,676.2,2
16378.0,247,3,362.95,2
16379.0,4,4,2157.4,3
16380.0,61,1,1743.1499999999999,1
16383.0,75,2,643.76,1
16384.0,90,2,584.5,1
16385.0,60,3,554.86,1
16386.0,29,2,302.57,0
16387.0,323,1,94.36,2
16389.0,53,4,1382.07,1
16392.0,270,1,217.89,2
16393.0,2,13,3040.96,3
16394.0,57,5,1555.34,1
16395.0,61,5,1482.06,1
16398.0,154,2,1705.8,1
16399.0,19,2,408.02,0
16400.0,95,1,303.93,2
16401.0,1,12,4098.32,3
16402.0,265,2,293.45,2
16403.0,312,1,177.5,2
16404.0,70,1,443.05,2
16405.0,302,2,167.25,2
16406.0,19,1,154.35,0
16407.0,13,10,2079.68,3
16409.0,36,5,2022.98,1
16411.0,19,2,211.7,0
16412.0,54,1,135.99,2
16413.0,57,1,262.2,2
16414.0,22,2,126.25,0
16415.0,44,1,200.27,0
16416.0,27,3,1051.4,1
16418.0,45,3,631.12,1
16419.0,113,6,958.71,1
16422.0,17,51,34684.4,3
16423.0,25,1,346.12,0
16424.0,191,1,133.56,2
16425.0,302,1,302.7,2
16426.0,2,10,1863.76,3
16427.0,263,2,241.06,2
16429.0,106,1,284.55,2
16430.0,57,1,300.85,2
16431.0,213,3,623.28,2
16432.0,64,1,287.4,2
16433.0,28,1,184.26,0
16434.0,29,7,1511.8,1
16438.0,6,5,798.35,0
16440.0,8,5,3640.67,3
16441.0,67,2,381.2,2
16442.0,2,3,609.3,0
16444.0,46,4,654.67,1
16445.0,34,1,230.51,0
16446.0,1,2,168472.5,3
16447.0,136,1,255.91,2
16448.0,198,1,182.99,2
16449.0,198,2,707.69,2
16450.0,150,1,311.92,2
16451.0,88,1,266.97,2
16454.0,45,2,6.9,2
16455.0,64,7,1841.18,1
16456.0,99,5,2158.18,1
16457.0,218,1,208.36,2
16458.0,3,18,3482.7400000000002,3
16460.0,28,3,811.23,0
16461.0,178,1,142.92,2
16462.0,74,3,136.0,2
16463.0,21,4,1422.4,1
16464.0,20,3,1298.66,1
16466.0,34,7,1595.96,1
16468.0,74,1,74.9,2
16469.0,24,4,625.42,0
16470.0,52,4,752.77,1
16471.0,275,1,223.95000000000002,2
16473.0,165,3,316.11,2
16474.0,7,7,1810.65,3
16475.0,88,4,544.3,1
16477.0,64,7,2494.46,1
16478.0,25,3,331.0,0
16479.0,10,2,300.83,0
16480.0,76,1,769.29,1
16482.0,16,1,220.62,0
16483.0,192,1,139.35,2
16484.0,174,2,404.3,2
16485.0,77,1,363.65,2
16488.0,33,3,498.8,0
16491.0,47,1,731.5,1
16493.0,80,4,1351.63,1
16494.0,297,1,826.53,2
16495.0,3,3,648.26,0
16496.0,9,3,1599.52,3
16497.0,50,6,2965.69,1
16498.0,161,2,100.97,2
16499.0,360,2,365.45,2
16500.0,5,6,400.86,0
16503.0,107,4,1431.93,1
16504.0,25,1,465.88,0
16505.0,32,1,777.6,0
16506.0,20,2,90.30000000000001,0
16509.0,297,1,363.7,2
16510.0,372,1,248.1,2
16511.0,22,3,918.33,0
16513.0,5,4,874.59,0
16515.0,52,5,1624.14,1
16516.0,30,1,101.69999999999999,0
16517.0,277,1,162.7,2
16518.0,61,2,484.32,1
16519.0,25,2,215.07999999999998,0
16520.0,186,3,1046.57,1
16523.0,2,21,9418.470000000001,3
16525.0,2,26,13027.45,3
16526.0,172,1,290.36,2
16527.0,81,1,228.06,2
16528.0,4,1,244.41,0
16529.0,190,1,455.25,2
16531.0,22,7,1244.59,1
16532.0,18,3,6748.8,3
16533.0,19,3,1082.81,0
16535.0,5,1,593.75,0
16536.0,110,1,548.12,2
16539.0,3,4,1388.81,3
16542.0,54,1,119.62,2
16545.0,165,1,339.3,2
16546.0,291,2,787.15,2
16549.0,10,10,4034.9,3
16550.0,109,5,2298.97,1
16551.0,96,3,922.12,1
16552.0,243,2,379.73,2
16553.0,163,12,5719.82,1
16554.0,42,3,837.1,1
16555.0,35,2,285.89,0
16556.0,67,7,3313.79,1
16557.0,24,2,281.85,0
16558.0,1,20,8338.49,3
16560.0,27,2,841.41,0
16561.0,6,2,511.12,0
16563.0,54,1,1077.74,1
16565.0,364,1,173.7,2
16566.0,15,5,614.66,0
16567.0,194,2,865.6,2
16569.0,3,1,124.2,0
16570.0,15,10,3738.4,3
16571.0,27,3,1421.69,1
16572.0,127,3,1009.6,1
16573.0,85,2,663.61,1
16574.0,71,1,451.44,2
16581.0,183,1,105.84,2
16582.0,113,1,313.62,2
16583.0,374,1,233.45,2
16584.0,80,2,936.08,1
16586.0,249,1,463.95,2
16587.0,232,1,225.15,2
16589.0,71,3,459.24,1
16591.0,69,1,213.5,2
16592.0,4,16,4113.68,3
16593.0,51,3,330.03,0
16594.0,75,1,181.09,2
16595.0,61,1,360.16,2
16596.0,16,2,250.15,0
16597.0,4,1,90.04,0
16598.0,286,1,145.04999999999998,2
16600.0,4,6,813.52,3
16601.0,41,1,242.7,0
16602.0,36,1,528.08,0
16603.0,75,2,482.47,2
16607.0,18,14,3260.618800000034,3
16609.0,15,7,5493.46,3
16610.0,219,1,75.66,2
16611.0,186,1,129.49,2
16612.0,33,4,1187.66,1
16613.0,70,1,618.59,1
16614.0,183,1,506.19,2
16616.0,15,2,500.42,0
16617.0,236,1,151.85,2
16618.0,31,5,2647.59,1
16619.0,264,1,226.21,2
16620.0,4,2,178.96,0
16621.0,52,4,813.48,1
16623.0,246,1,129.45,2
16624.0,81,2,810.5699999999999,1
16625.0,275,1,333.08,2
16626.0,1,17,4413.1,3
16627.0,79,1,322.8,2
16628.0,30,5,2188.05,1
16629.0,74,2,408.63,2
16633.0,17,6,2883.1,3
16634.0,223,2,217.9,2
16637.0,32,4,1154.47,1
16638.0,23,10,1680.72,1
16639.0,31,3,1257.51,1
16641.0,106,1,231.10000000000002,2
16642.0,5,2,688.33,0
16643.0,246,1,487.51,2
16644.0,178,2,833.78,2
16647.0,170,2,214.06,2
16648.0,43,1,290.65999999999997,0
16650.0,72,1,518.42,2
16652.0,59,7,6773.97,1
16653.0,16,2,1212.66,0
16654.0,141,4,601.27,2
16655.0,18,6,3789.52,3
16656.0,22,15,8625.8,3
16657.0,10,4,874.43,0
16658.0,368,1,123.24,2
16659.0,189,1,39.12,2
16660.0,16,4,1267.6499999999999,1
16665.0,362,1,135.39999999999998,2
16666.0,19,1,118.98,0
16667.0,68,2,567.1800000000001,1
16668.0,15,6,306.71999999999997,0
16669.0,24,3,1348.88,1
16670.0,17,11,4095.9,3
16671.0,28,3,1692.27,1
16672.0,2,20,8134.9400000000005,3
16674.0,55,2,304.24,0
16676.0,34,4,1592.1200000000001,1
16678.0,3,12,3109.99,3
16679.0,366,1,129.75,2
16680.0,43,1,183.7,0
16681.0,73,6,1770.34,1
16682.0,5,5,1028.0,3
16684.0,4,28,66653.56,3
16685.0,61,2,324.24,2
16686.0,47,7,2959.88,1
16688.0,1,4,1260.86,3
16689.0,76,2,422.59999999999997,2
16690.0,72,2,225.57999999999998,2
16692.0,256,2,1276.0,1
16693.0,69,2,477.86,2
16696.0,135,4,657.9000000000001,1
16697.0,241,1,112.75,2
16698.0,227,2,1998.0,1
16700.0,9,13,5076.55,3
16701.0,9,13,5398.3,3
16705.0,1,20,14034.99,3
16706.0,37,3,531.35,0
16708.0,46,1,656.63,0
16709.0,85,5,3029.87,1
16710.0,19,10,2467.99,3
16711.0,3,5,1651.03,3
16712.0,9,11,3611.31,3
16713.0,19,15,6910.78,3
16714.0,219,3,1129.06,1
16715.0,78,1,301.71999999999997,2
16716.0,267,2,901.2,2
16717.0,24,6,3843.08,3
16718.0,369,1,606.0500000000001,2
16719.0,15,7,1770.22,3
16720.0,26,1,152.95,0
16721.0,262,1,292.47,2
16722.0,17,13,4730.81,3
16723.0,91,2,576.4,2
16725.0,302,7,758.27,2
16726.0,26,5,1358.74,1
16727.0,364,1,256.32,2
16728.0,46,4,1048.28,1
16729.0,38,21,7205.33,3
16730.0,52,3,743.11,1
16732.0,32,1,603.75,0
16734.0,52,3,646.76,1
16735.0,79,5,2247.41,1
16737.0,53,1,417.59999999999997,0
16738.0,298,1,3.75,2
16739.0,177,1,323.0,2
16742.0,47,1,207.9088000000338,0
16743.0,29,7,2213.13,1
16744.0,11,7,1291.91,3
16745.0,87,17,7180.7,1
16746.0,5,18,6680.11,3
16747.0,38,2,836.06,1
16748.0,18,5,1515.9,1
16750.0,45,5,623.93,1
16751.0,31,1,1764.72,1
16752.0,373,1,207.5,2
16753.0,58,1,223.92000000000002,2
16754.0,372,1,2002.4,1
16755.0,114,3,1475.43,1
16756.0,215,1,239.4,2
16757.0,319,1,106.83000000000001,2
16758.0,65,1,369.34000000000003,2
16759.0,8,3,789.79,0
16761.0,97,1,316.62,2
16762.0,20,3,1207.24,1
16763.0,199,1,611.85,2
16764.0,4,13,2790.9500000000003,3
16765.0,294,1,34.0,2
16766.0,273,2,1145.6,1
16767.0,31,11,5575.56,3
16768.0,48,3,478.09000000000003,0
16769.0,260,1,361.54,2
16770.0,58,5,757.1,1
16771.0,33,5,2242.61,1
16773.0,57,1,171.59,2
16774.0,68,4,661.52,1
16775.0,10,11,1691.51,3
16776.0,60,1,371.54,2
16777.0,80,2,222.62,2
16778.0,74,2,245.94,2
16779.0,2,22,10611.720000000001,3
16780.0,100,2,422.24,2
16781.0,372,1,311.25,2
16782.0,10,13,2267.9500000000003,3
16784.0,20,1,107.6,0
16788.0,123,2,594.39,2
16789.0,8,1,80.8,0
16790.0,4,6,1545.6200000000001,3
16791.0,29,7,1705.78,1
16792.0,282,2,110.38000000000001,2
16793.0,57,1,243.84,2
16794.0,1,10,1196.5,3
16795.0,365,1,414.88,2
16796.0,89,1,305.62,2
16800.0,11,1,1162.65,0
16801.0,163,4,1594.23,1
16803.0,65,1,332.3,2
16804.0,23,3,536.99,0
16805.0,174,2,460.59,2
16806.0,103,4,762.16,1
16807.0,143,3,1121.59,1
16808.0,99,2,288.42,2
16809.0,23,5,914.69,1
16810.0,192,1,309.54,2
16811.0,5,2,547.07,0
16812.0,361,1,479.35,2
16813.0,8,10,1652.18,3
16814.0,14,21,6416.7,3
16816.0,103,4,417.06,2
16817.0,3,9,1604.75,3
16818.0,11,11,3349.57,3
16820.0,96,1,497.61,2
16823.0,227,1,358.38,2
16824.0,16,2,460.64,0
16825.0,39,2,775.1800000000001,1
16826.0,51,1,341.7,0
16828.0,93,2,128.5,2
16829.0,157,1,197.22,2
16830.0,39,1,325.91,0
16832.0,184,3,199.15,2
16833.0,1,4,1106.53,3
16834.0,228,1,413.46,2
16835.0,128,2,180.85,2
16836.0,40,2,251.87,0
16837.0,31,11,3170.98,1
16838.0,197,2,588.85,2
16839.0,9,34,16594.35,3
16841.0,37,6,1869.82,1
16842.0,101,3,1264.19,1
16843.0,43,16,10196.57,3
16846.0,50,1,214.32,0
16847.0,43,1,193.44,0
16848.0,53,1,281.42,0
16849.0,187,1,124.57,2
16850.0,334,1,332.41,2
16851.0,4,3,342.45,0
16852.0,10,2,144.91000000000003,0
16855.0,24,2,328.4,0
16856.0,15,1,35.400000000000006,0
16858.0,369,1,375.69000000000005,2
16859.0,145,2,747.81,2
16861.0,60,2,173.76,2
16863.0,31,2,502.8,0
16866.0,141,3,207.73999999999998,2
16869.0,23,4,817.12,0
16871.0,22,6,2812.34,3
16872.0,77,3,680.02,1
16873.0,5,6,7123.62,3
16875.0,67,5,2095.53,1
16877.0,12,6,846.62,0
16878.0,84,1,13.3,2
16880.0,31,7,1491.43,1
16881.0,67,1,432.0,2
16882.0,67,3,705.12,1
16883.0,187,2,272.48,2
16884.0,38,2,429.84000000000003,0
16885.0,15,3,450.41,0
16887.0,35,1,192.32999999999998,0
16889.0,195,3,1578.67,1
16891.0,2,5,742.43,3
16892.0,1,5,518.19,0
16893.0,367,1,145.93,2
16895.0,65,1,202.27,2
16897.0,299,2,289.78,2
16898.0,26,3,501.03,0
16899.0,8,6,1271.06,3
16900.0,17,3,887.11,0
16902.0,116,1,1706.88,1
16903.0,29,1,363.2,0
16904.0,4,16,3653.75,3
16905.0,5,7,3037.6,3
16906.0,82,4,559.59,1
16907.0,29,5,928.76,1
16909.0,72,1,379.14,2
16910.0,4,8,1508.96,3
16912.0,29,11,2555.58,1
16913.0,290,1,113.44,2
16914.0,36,1,183.76,0
16915.0,9,6,621.6800000000001,0
16916.0,24,2,562.41,0
16917.0,277,1,391.52,2
16918.0,50,6,1068.82,1
16919.0,156,11,2592.25,1
16921.0,61,1,154.18,2
16923.0,12,19,7069.08,3
16924.0,21,3,829.89,0
16926.0,371,1,230.25,2
16927.0,116,3,543.05,2
16928.0,80,17,2814.7,1
16929.0,4,7,1295.39,3
16930.0,26,3,378.89,0
16931.0,5,21,4554.87,3
16932.0,53,1,150.23000000000002,2
16933.0,1,2,563.23,0
16934.0,55,2,931.03,1
16936.0,26,1,261.9,0
16938.0,9,4,2711.6800000000003,3
16940.0,52,3,3049.88,1
16942.0,13,9,1904.99,3
16943.0,212,3,816.73,2
16945.0,22,19,4345.5,3
16947.0,236,1,406.48,2
16948.0,139,3,435.02,2
16949.0,4,6,1286.27,3
16950.0,57,3,1178.56,1
16951.0,135,3,1277.75,1
16952.0,109,2,167.61,2
16953.0,30,1,20.8,0
16954.0,1,9,2085.08,3
16955.0,185,4,518.67,2
16956.0,18,1,308.74,0
16957.0,239,2,416.64,2
16959.0,87,1,117.35000000000001,2
16960.0,39,3,507.05,0
16961.0,116,1,234.17,2
16963.0,187,1,110.55000000000001,2
16965.0,227,1,201.19,2
16966.0,8,7,2154.97,3
16967.0,189,1,319.02,2
16968.0,4,2,439.43,0
16969.0,39,3,650.41,1
16971.0,38,1,357.21,0
16976.0,267,1,251.51999999999998,2
16978.0,78,1,344.33,2
16979.0,4,6,1852.0,3
16980.0,255,2,1028.46,2
16982.0,61,1,384.06,2
16983.0,13,7,1905.87,3
16984.0,88,2,4459.52,1
16985.0,17,10,5464.12,3
16986.0,30,2,1873.2,1
16987.0,3,7,1616.8,3
16988.0,5,1,126.12,0
16989.0,7,6,1133.25,3
16990.0,219,1,179.0,2
16992.0,11,5,1614.31,3
16996.0,30,6,1456.96,1
16997.0,288,3,702.0,2
16998.0,150,4,295.0,2
16999.0,23,2,484.82,0
17001.0,1,11,3989.57,3
17002.0,86,3,1493.73,1
17004.0,46,2,1312.1399999999999,1
17006.0,5,4,781.78,0
17007.0,51,6,889.9300000000001,1
17010.0,18,1,195.36,0
17011.0,30,1,270.9,0
17014.0,8,3,583.4300000000001,0
17015.0,29,3,1838.6100000000001,1
17017.0,3,20,8694.26,3
17018.0,41,2,920.1,1
17019.0,11,4,1258.08,3
17022.0,31,1,71.0,0
17024.0,45,3,95.85,0
17025.0,61,3,357.77,2
17026.0,185,2,154.82999999999998,2
17027.0,79,6,877.5600000000001,1
17029.0,111,2,716.0,1
17030.0,64,1,146.87,2
17031.0,12,2,380.35,0
17033.0,86,3,1030.14,1
17034.0,16,3,745.52,0
17035.0,246,2,433.53000000000003,2
17037.0,88,1,1267.32,1
17038.0,30,1,112.4,0
17040.0,138,1,449.73,2
17041.0,27,3,1071.49,1
17042.0,3,5,1036.58,3
17043.0,32,4,1735.18,1
17044.0,25,1,948.48,0
17045.0,113,3,339.44,2
17046.0,157,1,642.02,2
17047.0,85,3,1100.9,1
17048.0,118,3,925.35,1
17049.0,3,9,5655.03,3
17050.0,96,6,3185.64,1
17051.0,194,1,240.89000000000001,2
17052.0,28,1,399.09,0
17053.0,131,1,498.48,2
17054.0,28,5,1356.33,1
17058.0,82,3,1179.89,1
17059.0,30,5,3080.39,1
17060.0,266,1,234.24,2
17061.0,74,11,5232.2300000000005,1
17062.0,314,4,533.33,2
17063.0,21,7,1461.14,1
17064.0,59,3,855.45,1
17068.0,12,21,4552.14,3
17069.0,28,9,2709.7000000000003,1
17070.0,114,1,304.24,2
17071.0,28,9,2429.03,1
17073.0,18,4,1446.09,1
17075.0,18,4,834.12,0
17076.0,36,3,841.0799999999999,1
17078.0,36,2,378.2,0
17079.0,78,1,118.80000000000001,2
17080.0,22,2,287.62,0
17081.0,25,2,288.91,0
17082.0,33,2,2003.85,1
17083.0,109,3,1405.78,1
17084.0,35,2,2747.9900000000002,1
17085.0,123,5,1562.4,1
17086.0,7,6,2050.08,3
17088.0,28,4,1991.01,1
17090.0,4,7,1974.65,3
17091.0,3,9,3827.76,3
17092.0,50,4,1774.03,1
17094.0,322,1,302.0,2
17095.0,23,3,1324.16,1
17096.0,15,4,1022.13,0
17097.0,2,8,954.42,3
17100.0,18,2,971.74,0
17101.0,10,4,1621.73,3
17102.0,262,1,25.5,2
17105.0,159,2,665.78,2
17107.0,33,6,10797.48,3
17109.0,29,6,881.29,1
17110.0,165,1,163.29999999999998,2
17111.0,47,1,231.61,0
17114.0,6,8,801.12,3
17115.0,8,3,837.5,0
17117.0,288,1,116.19999999999999,2
17118.0,318,1,157.02,2
17119.0,3,2,606.91,0
17120.0,233,1,307.46,2
17122.0,119,1,138.32,2
17123.0,162,1,345.29999999999995,2
17124.0,185,1,294.24,2
17125.0,50,1,230.5,0
17126.0,152,5,989.45,1
17128.0,335,1,157.09,2
17131.0,5,5,2463.17,3
17133.0,16,7,4892.240000000001,3
17134.0,107,2,413.2,2
17135.0,16,7,1139.73,1
17138.0,276,1,380.5,2
17139.0,16,12,10650.77,3
17140.0,247,1,454.12,2
17142.0,239,1,579.0,2
17144.0,1,2,984.57,3
17146.0,106,3,749.78,1
17147.0,23,4,1714.59,1
17148.0,52,1,124.88,2
17152.0,195,3,1689.5,1
17153.0,24,1,213.78,0
